job,wages,welfare,location,req
['Java开发工程师'],['0.5-1万/月'],"['五险一金', '餐饮补贴', '交通补贴', '绩效奖金', '定期体检', '年终奖金', '专业培训', '职业导师']",['烟台-芝罘区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招20人\xa0\xa0|\xa0\xa001-22发布'],"['1.搭建系统开发环境，完成系统框架和核心代码的实现，负责解决开发过程中的技术问题；', '2.负责JAVA/J2EE技术的相关产品规划、需求、设计、开发、测试等研发工作；', '3.负责研发产品在工程项目中的实施，带领团队完成分配的工作, 对项目进度、质量负责；', '4.参与软件工程文档、产品文档编写，满足质量要求。', '任职要求：', '1．全日制统招本科及以上学历；', '2．具备一年以上java开发工作经验；', '3．熟悉面向对象的程序设计方法，精通java程序设计语言；', '4．了解SpringMVC、SpringBoot、Spring Cloud等主流开源框架，能独立完成各种类型功能的设计及开发任务；', '5．精通数据库或数据仓库原理，具备库表设计能力及编写高质量sql语句能力，能对sql语句进行调优；', '其它要求：', '1．有良好的团队精神及沟通能力；', '2．能够自觉遵守公司规章制度。']"
['Java高级工程师'],['1.5-2万/月'],"['五险一金', '补充医疗保险', '补充公积金', '员工旅游', '定期体检', '年终奖金']",['上海-徐汇区\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['：', '1、参与业务需求分析，确定技术方案，参与前后端相关技术方案的设计和开发；', '2、负责编制相关的开发方案和文档；', '3、依据设计要求，负责公司软件产品的开发、维护、测试工作；', '4、承担后台独立功能模块的需求分析，技术设计和开发任务；', '5、有良好的团队合作能力，工作认真，细心，高效完成工作；', '6、完成领导交办的其他任务。', '：', '1、计算机相关专业，至少5年以上Java服务器端系统设计开发经验；', '2、精通Java语言, 熟悉常用的数据结构与设计模式；', '3、熟练掌握Spring、Spring boot、Spring  mvc、MyBatis等开源框架，熟悉SSM整合技术；', '4、熟悉Web技术及相关框架，熟悉HTML、CSS/JavaScript/jQuery等；', '5、熟练掌握SQL语言，熟悉Oracle、MySQL等数据库；', '6、熟练掌握Redis缓存机制；', '7、了解消息中间件，网络编程，性能调优者优先；', '8、有大型系统整体设计经验者优先；', '                                                                9、有责任心、敬业精神，能吃苦耐劳。']"
['Java开发工程师（信用卡系统）'],['2-2.5万/月'],"['五险一金', '年终奖金', '定期体检']",['上海-浦东新区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招5人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1.\xa0根据业务需求，积极参与产品的讨论、定义、设计等工作', '2.\xa0按照公司软件开发管理规范要求，根据上级分配的任务，编制软件开发详细设计文档，保证开发过程的透明度与可控性', '3.\xa0根据开发文档，进行重要子系统/模块的软件编码工作，并根据系统中具体的难点问题，参与针对具体技术难点的技术攻关，按阶段有计划地完成代码开发计划，确保项目的高质量完成', '4.\xa0根据公司产品测试相关流程及产品特点，配合测试部门和业务部门进行产品测试和验收工作，组织软件系统的安装调试，保证产品顺利发布', '5.\xa0参与软件模块的代码走读、代码正规检视、设计文档正规检视、设计评审等质量保证活动，降低软件产品缺陷。', '岗位要求：', '1.\xa0统招全日制本科学历，计算机相关专业背景优先考虑', '2.\xa02年以上相关信用卡系统工作经验', '3.\xa0精通Java面向对象设计开发，熟悉设计模式，逻辑思维能力缜密', '4.\xa0熟练掌握Spring-boot、Spring-batch、activity、redis、rabbitmq、SpringMVC、myBatis等框架并有实际开发经验，有使用kubernetes、etcd等经验者优先考虑；', '5.\xa0熟练mysql应用开发、数据库原理和常用性能优化', '6.\xa0有信用卡审批、风控、反欺诈、积分、二代征信报送、IC卡系统等开发经验者优先考虑']"
['Java开发工程师'],['1-1.5万/月'],"['五险一金', '员工旅游', '餐饮补贴', '年终奖金']",['北京-海淀区\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['1.\xa0\xa0\xa0\xa0\xa0\xa0\xa0计算机相关专业，学历本科及以上，熟悉java WEB后端开发，有大数据平台开发经验者优先；', '2.\xa0\xa0\xa0\xa0\xa0\xa0\xa0熟悉主流的Java开源框架，不仅限于Spring、MyBatis等；', '3.\xa0\xa0\xa0\xa0\xa0\xa0\xa0熟悉主流的中间件的日常操作，如MySQL、Redis、Oracle、Tomcat等，掌握Linux的基础操作，能针对应用问题进行简单排查；', '4.\xa0\xa0\xa0\xa0\xa0\xa0\xa0具有较强的抗压能力和学习能力，能与部门内部团队无障碍沟通，把控产品、项目线的业务细节和技术细节，具有一定的抗压能力；']"
['JAVA高级工程师'],['1-1.5万/月'],"['五险一金', '绩效奖金', '加班补贴', '单双休', '长白班']",['常州\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['1、参与方案讨论、技术调研，客户交流。', '2、负责自动售卖后台操作系统的整体架构策划、设计、维护工作。', '3、负责上位机人机交互界面前端技术开发工作。', '4、负责与嵌入式软件开发人员、UI设计人员对接，完成整体开发任务。', '5、负责整套系统的开发测试、完善、优化工作。', '                    负责完成上级安排的其他工作。', '任职要求：', '\xa03年以上java开发经验，2年以上Web开发经验，熟悉Linux操作系统，售卖系统软件开发经验优先。\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0']"
['Java开发工程师'],['0.8-1.2万/月'],"['五险一金', '专业培训', '年终奖金', '绩效奖金', '定期体检', '免费工作餐', '周末双休']",['珠海\xa0\xa0|\xa0\xa02年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布\xa0\xa0|\xa0\xa0英语良好\xa0\xa0|\xa0\xa0计算机科学与技术 软件工程'],"['职责描述：\xa0', '1、负责公司软件产品的功能开发工作；', '2、参与公司软件产品的需求讨论和规划设计；', '任职要求：\xa0', '1、计算机类和相关专业，大专以上学历；有相关工作经验优先；', '2、熟悉Java开发、熟悉Mysql等数据库及sql语句；', '3、熟悉Spring、SpringBoot、Mybatis等主流技术。']"
['高级Java开发工程师'],['1.5-2万/月'],[],['上海-徐汇区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['工作职责：', '1.深入了解公司产品的业务流程\xa0', '2.根据公司技术文档规范编写相应的技术文档\xa0', '3.负责按进度、质量交付软件开发的成果\xa0', '4.根据系统设计使用Java完成相关的编码及API接口开发与维护工作', '任职要求：', '1.本科及以上学历，计算机相关专业背景；\xa0', '2.3年以上Java开发经验，良好的编码习惯；', '3.精通基于J2EE架构的JAVA编程，熟悉Spring、Zookeeper、Mybatis、MQ等多种开源框架，熟悉SOA架构；', '4.熟悉KVS存储技术Redis熟悉Maven，Jenkins、git、svn等发布管理工具；', '5.有较强的学习动力和自我提升欲望，对技术怀有浓厚兴趣；\xa0', '6.对工作有强烈的责任心和使命感；\xa0', '7.有房产行业软件开发经验者优先考虑；']"
['Java初级开发工程师'],['4.5-6千/月'],"['五险一金', '绩效奖金', '餐饮补贴', '弹性工作', '年终奖金', '周末双休']",['成都-高新区\xa0\xa0|\xa0\xa0无需经验\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、独立完成项目的代码编写、调试和模块测试工作；', '2、根据项目要求，配合参与开发项目的可行性与需求分析；', '3、独自解决开发过程中遇见的各种问题；', '4、负责项目模块开发文档的编写。', '任职资格：', '1、计算机及相关专业学历不限，有无经验者均可；', '2、了解JavaEE的相关知识，了解SpringMVC、Hibernate、Mybatis等常用框架；', '3、了解JavaScript、HTML5、XML、CSS，AJAX，了解JQuery前端框架；\xa0', '4、了解Oracle等大型数据库，了解复杂SQL编写及优化；', '5、有良好的沟通能力，较强的学习能力，稳定、有责任心。']"
['Java开发工程师'],['6-8千/月'],"['五险一金', '补充医疗保险', '员工旅游', '出国机会', '定期体检', '专业培训', '通讯补贴', '年终奖金', '绩效奖金', '交通补贴']",['成都-锦江区\xa0\xa0|\xa0\xa01年经验\xa0\xa0|\xa0\xa0大专\xa0\xa0|\xa0\xa0招2人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责', '1、负责产品开发；', '2、负责指导、处理、协调和解决项目中出现的技术问题；', '3、根据公司产品的版本管理规范，完成所负责项目的服务器代码的版本归档、版本变更、版本发布工作。', '4、负责处理线上版本紧急技术问题，线上版本bug处理；', '5、负责服务器系统优化，提高性能。', '任职资格:', '1、软件基础理论知识扎实，具有良好的数据结构、算法功底；', '2、精通java,对分布式计算、数据挖掘有深入了解者优先；', '3、熟悉Hadoop、Storm、HBase、Hive等框架者优先；', '4、具备良好的团队意识及创新思维、自我激励能力，善于与人合作；', '5、具有良好的表达与沟通能力以及独立思考并解决问题的能力。']"
['Java开发工程师'],['1.4-2万/月'],"['五险一金', '补充医疗保险', '员工旅游', '弹性工作', '定期体检', '绩效奖金', '年终奖金', '周末双休']",['深圳-南山区\xa0\xa0|\xa0\xa03-4年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招若干人\xa0\xa0|\xa0\xa001-22发布'],"['岗位职责：', '1、负责后台系统的开发和维护工作；', '2、确保完成的软件质量，包括软件功能质量以及代码质量；', '3、负责现有有业务系统的维护及需求变更，参与新需求开发及缺陷修复工作。', '4、负责核心模块开发、技术攻坚和性能优化；', '5、负责与前端工程师协作，实现接口API的设计开发和联调；', '6、负责后端模块开发，把控模块级的代码质量和性能规格。', '7、完成上级交代的任务。', ' ', '任职要求：', '1、计算机及相关专业，学习能力强、思维敏捷、喜欢钻研、责任心强；', '2、4年以上JAVA开发经验，编程基础扎实，熟悉多线程、网络编程、集合操作，熟悉常用的设计模式，并能灵活运用到实际项目中，对JVM原理有一定的了解；', '3、熟练使用主流的开发框架、SpingMVC、Spring(Ioc/Aop)、SpringBoot 、Mybatis，对框架原理有深入的理解、对框架本身有过开发或重构者可优先考虑；', '4、有实际的分布式系统开发经验，熟悉Webservice/Rest接口协议规范，使用过Dubbo、SpringCloud或其它Rpc框架技术；', '5、熟悉常用的缓存系统，如Redis、Memcached，有MongoDB的相关开发经验', '6、掌握Oracle、MySql、SQL Server等主流数据库两种以上，有一定的SQL优化经验，有MySQL分库分表、读写分离经验优先；', '7、熟悉消息队列RabbitMQ/Kafka/ActivityMQ/Rocketmq等其一；', '8、掌握html、javascript、Ajax、JQuery等技术；', '9、掌握常用的开发工具，如Eclipse/Idea ， Git/Svn ， Maven；', '10、有移动平台(android/ios)服务端或公共平台API开发经验优先；', '11、有小型团队管理经验或开发组长经验优先；', '12、具有团队合作精神、敬业精神、保密意识。']"
['JAVA API Developer'],['2-4万/月'],[],['广州\xa0\xa0|\xa0\xa05-7年经验\xa0\xa0|\xa0\xa0本科\xa0\xa0|\xa0\xa0招1人\xa0\xa0|\xa0\xa001-22发布'],"['About Standard Chartered', 'We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East.', ""To us, good performance is about much more than turning a profit. It's about showing how you embody our valued behaviours - do the right thing, better together and never settle - as well as our brand promise, Here for good."", ""We're committed to promoting equality in the workplace and creating an inclusive and flexible culture - one where everyone can realise their full potential and make a positive contribution to our organisation. This in turn helps us to provide better support to our broad client base."", 'The Role Responsibilities', 'Understands the importance that API plays in user-centric design and product delivery', 'understand that a consumable, efficient API can engender a great experience for the API consumer and best-fit system integration at the backend', 'enjoys getting their hands dirty and solving complex API problems', 'passion for improving existing practices so that they can be more robust', 'likes to propose, evaluate, and introduce new ways of working or technologies that will enable better user experience in the future', 'can be pragmatic and commercial, but never settles for mediocrity', ""thinks that 'full stack' is only 'half the stack'"", 'enjoys the idea of building a highly agile developer and engineering culture together with your clients and colleagues', 'Our Ideal Candidate', 'Required', 'API development & own API technical implementation in a scrum team.', 'Design & development of cross functional API & multi-platform application systems', 'Collaborate with other platforms to ensure integrated end-to-end design & delivery of projects.', 'Handle production bugs & enhancement to remediate issues and ensure systems stability & availability.', 'Experience in devops', 'Experience in micro services architecture', 'Experience in integration of infrastructure products from vmware, bmc & AWS will be an added advantage', 'Motivated to do hands-on development and peer reviews', 'Self-starter capable of identifying opportunities and delivering solutions on their own', 'Strong knowledge of multiple programming languages (HTML/CSS/Javascript, .NET, python, Java, Objective-c, as well as interpreted scripting language experience)', 'Undergraduate level qualification with Bachelor in Engineering or Computer Science', 'Strong English communication skills', 'Highly Desirable', 'Full-stack development experience', 'Breadth of technical knowledge – operating systems, networking, distributed computing, cloud as well as development tools.', 'Apply now to join the Bank for those with big career ambitions.', 'To view information on our benefits including our flexible working please visit our career pages. We welcome conversations on flexible working.']"
